# dt=0.025000000000000001 sample_every_steps=10 sample_dt=0.25 start_time=200
# probe0 label=center component=ey x=0 y=0 z=0
# probe1 label=x+0.25 component=ey x=0.25 y=0 z=0
# probe2 label=y+0.25 component=ey x=0 y=0.25 z=0
t,re0,im0,re1,im1,re2,im2
421,0,0,0,0,0,0
421.25,0,0,0,0,0,0
421.5,0,0,0,0,0,0
421.75,0,0,0,0,0,0
422,0,0,0,0,0,0
422.25,0,0,0,0,0,0
422.5,0,0,0,0,0,0
422.75,0,0,0,0,0,0
423,0,0,0,0,0,0
423.25,0,0,0,0,0,0
423.5,0,0,0,0,0,0
423.75,0,0,0,0,0,0
424,0,0,0,0,0,0
424.25,0,0,0,0,0,0
424.5,0,0,0,0,0,0
424.75,0,0,0,0,0,0
425,0,0,0,0,0,0
425.25,0,0,0,0,0,0
425.5,0,0,0,0,0,0
425.75,0,0,0,0,0,0
426,0,0,0,0,0,0
426.25,0,0,0,0,0,0
426.5,0,0,0,0,0,0
426.75,0,0,0,0,0,0
427,0,0,0,0,0,0
427.25,0,0,0,0,0,0
427.5,0,0,0,0,0,0
427.75,0,0,0,0,0,0
428,0,0,0,0,0,0
428.25,0,0,0,0,0,0
428.5,0,0,0,0,0,0
428.75,0,0,0,0,0,0
429,0,0,0,0,0,0
429.25,0,0,0,0,0,0
429.5,0,0,0,0,0,0
429.75,0,0,0,0,0,0
430,0,0,0,0,0,0
430.25,0,0,0,0,0,0
430.5,0,0,0,0,0,0
430.75,0,0,0,0,0,0
431,0,0,0,0,0,0
431.25,0,0,0,0,0,0
431.5,0,0,0,0,0,0
431.75,0,0,0,0,0,0
432,0,0,0,0,0,0
432.25,0,0,0,0,0,0
432.5,0,0,0,0,0,0
432.75,0,0,0,0,0,0
433,0,0,0,0,0,0
433.25,0,0,0,0,0,0
433.5,0,0,0,0,0,0
433.75,0,0,0,0,0,0
434,0,0,0,0,0,0
434.25,0,0,0,0,0,0
434.5,0,0,0,0,0,0
434.75,0,0,0,0,0,0
435,0,0,0,0,0,0
435.25,0,0,0,0,0,0
435.5,0,0,0,0,0,0
435.75,0,0,0,0,0,0
436,0,0,0,0,0,0
436.25,0,0,0,0,0,0
436.5,0,0,0,0,0,0
436.75,0,0,0,0,0,0
437,0,0,0,0,0,0
437.25,0,0,0,0,0,0
437.5,0,0,0,0,0,0
437.75,0,0,0,0,0,0
438,0,0,0,0,0,0
438.25,0,0,0,0,0,0
438.5,0,0,0,0,0,0
438.75,0,0,0,0,0,0
439,0,0,0,0,0,0
439.25,0,0,0,0,0,0
439.5,0,0,0,0,0,0
439.75,0,0,0,0,0,0
440,0,0,0,0,0,0
440.25,0,0,0,0,0,0
440.5,0,0,0,0,0,0
440.75,0,0,0,0,0,0
441,0,0,0,0,0,0
441.25,0,0,0,0,0,0
441.5,0,0,0,0,0,0
441.75,0,0,0,0,0,0
442,0,0,0,0,0,0
442.25,0,0,0,0,0,0
442.5,0,0,0,0,0,0
442.75,0,0,0,0,0,0
443,0,0,0,0,0,0
443.25,0,0,0,0,0,0
443.5,0,0,0,0,0,0
443.75,0,0,0,0,0,0
444,0,0,0,0,0,0
444.25,0,0,0,0,0,0
444.5,0,0,0,0,0,0
444.75,0,0,0,0,0,0
445,0,0,0,0,0,0
445.25,0,0,0,0,0,0
445.5,0,0,0,0,0,0
445.75,0,0,0,0,0,0
446,0,0,0,0,0,0
446.25,0,0,0,0,0,0
446.5,0,0,0,0,0,0
446.75,0,0,0,0,0,0
447,0,0,0,0,0,0
447.25,0,0,0,0,0,0
447.5,0,0,0,0,0,0
447.75,0,0,0,0,0,0
448,0,0,0,0,0,0
448.25,0,0,0,0,0,0
448.5,0,0,0,0,0,0
448.75,0,0,0,0,0,0
449,0,0,0,0,0,0
449.25,0,0,0,0,0,0
449.5,0,0,0,0,0,0
449.75,0,0,0,0,0,0
450,0,0,0,0,0,0
450.25,0,0,0,0,0,0
450.5,0,0,0,0,0,0
450.75,0,0,0,0,0,0
451,0,0,0,0,0,0
451.25,0,0,0,0,0,0
451.5,0,0,0,0,0,0
451.75,0,0,0,0,0,0
452,0,0,0,0,0,0
452.25,0,0,0,0,0,0
452.5,0,0,0,0,0,0
452.75,0,0,0,0,0,0
453,0,0,0,0,0,0
453.25,0,0,0,0,0,0
453.5,0,0,0,0,0,0
453.75,0,0,0,0,0,0
454,0,0,0,0,0,0
454.25,0,0,0,0,0,0
454.5,0,0,0,0,0,0
454.75,0,0,0,0,0,0
455,0,0,0,0,0,0
455.25,0,0,0,0,0,0
455.5,0,0,0,0,0,0
455.75,0,0,0,0,0,0
456,0,0,0,0,0,0
456.25,0,0,0,0,0,0
456.5,0,0,0,0,0,0
456.75,0,0,0,0,0,0
457,0,0,0,0,0,0
457.25,0,0,0,0,0,0
457.5,0,0,0,0,0,0
457.75,0,0,0,0,0,0
458,0,0,0,0,0,0
458.25,0,0,0,0,0,0
458.5,0,0,0,0,0,0
458.75,0,0,0,0,0,0
459,0,0,0,0,0,0
459.25,0,0,0,0,0,0
459.5,0,0,0,0,0,0
459.75,0,0,0,0,0,0
460,0,0,0,0,0,0
460.25,0,0,0,0,0,0
460.5,0,0,0,0,0,0
460.75,0,0,0,0,0,0
461,0,0,0,0,0,0
461.25,0,0,0,0,0,0
461.5,0,0,0,0,0,0
461.75,0,0,0,0,0,0
462,0,0,0,0,0,0
462.25,0,0,0,0,0,0
462.5,0,0,0,0,0,0
462.75,0,0,0,0,0,0
463,0,0,0,0,0,0
463.25,0,0,0,0,0,0
463.5,0,0,0,0,0,0
463.75,0,0,0,0,0,0
464,0,0,0,0,0,0
464.25,0,0,0,0,0,0
464.5,0,0,0,0,0,0
464.75,0,0,0,0,0,0
465,0,0,0,0,0,0
465.25,0,0,0,0,0,0
465.5,0,0,0,0,0,0
465.75,0,0,0,0,0,0
466,0,0,0,0,0,0
466.25,0,0,0,0,0,0
466.5,0,0,0,0,0,0
466.75,0,0,0,0,0,0
467,0,0,0,0,0,0
467.25,0,0,0,0,0,0
467.5,0,0,0,0,0,0
467.75,0,0,0,0,0,0
468,0,0,0,0,0,0
468.25,0,0,0,0,0,0
468.5,0,0,0,0,0,0
468.75,0,0,0,0,0,0
469,0,0,0,0,0,0
469.25,0,0,0,0,0,0
469.5,0,0,0,0,0,0
469.75,0,0,0,0,0,0
470,0,0,0,0,0,0
470.25,0,0,0,0,0,0
470.5,0,0,0,0,0,0
470.75,0,0,0,0,0,0
471,0,0,0,0,0,0
471.25,0,0,0,0,0,0
471.5,0,0,0,0,0,0
471.75,0,0,0,0,0,0
472,0,0,0,0,0,0
472.25,0,0,0,0,0,0
472.5,0,0,0,0,0,0
472.75,0,0,0,0,0,0
473,0,0,0,0,0,0
473.25,0,0,0,0,0,0
473.5,0,0,0,0,0,0
473.75,0,0,0,0,0,0
474,0,0,0,0,0,0
474.25,0,0,0,0,0,0
474.5,0,0,0,0,0,0
474.75,0,0,0,0,0,0
475,0,0,0,0,0,0
475.25,0,0,0,0,0,0
475.5,0,0,0,0,0,0
475.75,0,0,0,0,0,0
476,0,0,0,0,0,0
476.25,0,0,0,0,0,0
476.5,0,0,0,0,0,0
476.75,0,0,0,0,0,0
477,0,0,0,0,0,0
477.25,0,0,0,0,0,0
477.5,0,0,0,0,0,0
477.75,0,0,0,0,0,0
478,0,0,0,0,0,0
478.25,0,0,0,0,0,0
478.5,0,0,0,0,0,0
478.75,0,0,0,0,0,0
479,0,0,0,0,0,0
479.25,0,0,0,0,0,0
479.5,0,0,0,0,0,0
479.75,0,0,0,0,0,0
480,0,0,0,0,0,0
480.25,0,0,0,0,0,0
480.5,0,0,0,0,0,0
480.75,0,0,0,0,0,0
481,0,0,0,0,0,0
481.25,0,0,0,0,0,0
481.5,0,0,0,0,0,0
481.75,0,0,0,0,0,0
482,0,0,0,0,0,0
482.25,0,0,0,0,0,0
482.5,0,0,0,0,0,0
482.75,0,0,0,0,0,0
483,0,0,0,0,0,0
483.25,0,0,0,0,0,0
483.5,0,0,0,0,0,0
483.75,0,0,0,0,0,0
484,0,0,0,0,0,0
484.25,0,0,0,0,0,0
484.5,0,0,0,0,0,0
484.75,0,0,0,0,0,0
485,0,0,0,0,0,0
485.25,0,0,0,0,0,0
485.5,0,0,0,0,0,0
485.75,0,0,0,0,0,0
486,0,0,0,0,0,0
486.25,0,0,0,0,0,0
486.5,0,0,0,0,0,0
486.75,0,0,0,0,0,0
487,0,0,0,0,0,0
487.25,0,0,0,0,0,0
487.5,0,0,0,0,0,0
487.75,0,0,0,0,0,0
488,0,0,0,0,0,0
488.25,0,0,0,0,0,0
488.5,0,0,0,0,0,0
488.75,0,0,0,0,0,0
489,0,0,0,0,0,0
489.25,0,0,0,0,0,0
489.5,0,0,0,0,0,0
489.75,0,0,0,0,0,0
490,0,0,0,0,0,0
490.25,0,0,0,0,0,0
490.5,0,0,0,0,0,0
490.75,0,0,0,0,0,0
491,0,0,0,0,0,0
491.25,0,0,0,0,0,0
491.5,0,0,0,0,0,0
491.75,0,0,0,0,0,0
492,0,0,0,0,0,0
492.25,0,0,0,0,0,0
492.5,0,0,0,0,0,0
492.75,0,0,0,0,0,0
493,0,0,0,0,0,0
493.25,0,0,0,0,0,0
493.5,0,0,0,0,0,0
493.75,0,0,0,0,0,0
494,0,0,0,0,0,0
494.25,0,0,0,0,0,0
494.5,0,0,0,0,0,0
494.75,0,0,0,0,0,0
495,0,0,0,0,0,0
495.25,0,0,0,0,0,0
495.5,0,0,0,0,0,0
495.75,0,0,0,0,0,0
496,0,0,0,0,0,0
496.25,0,0,0,0,0,0
496.5,0,0,0,0,0,0
496.75,0,0,0,0,0,0
497,0,0,0,0,0,0
497.25,0,0,0,0,0,0
497.5,0,0,0,0,0,0
497.75,0,0,0,0,0,0
498,0,0,0,0,0,0
498.25,0,0,0,0,0,0
498.5,0,0,0,0,0,0
498.75,0,0,0,0,0,0
499,0,0,0,0,0,0
499.25,0,0,0,0,0,0
499.5,0,0,0,0,0,0
499.75,0,0,0,0,0,0
500,0,0,0,0,0,0
500.25,0,0,0,0,0,0
500.5,0,0,0,0,0,0
500.75,0,0,0,0,0,0
501,0,0,0,0,0,0
501.25,0,0,0,0,0,0
501.5,0,0,0,0,0,0
501.75,0,0,0,0,0,0
502,0,0,0,0,0,0
502.25,0,0,0,0,0,0
502.5,0,0,0,0,0,0
502.75,0,0,0,0,0,0
503,0,0,0,0,0,0
503.25,0,0,0,0,0,0
503.5,0,0,0,0,0,0
503.75,0,0,0,0,0,0
504,0,0,0,0,0,0
504.25,0,0,0,0,0,0
504.5,0,0,0,0,0,0
504.75,0,0,0,0,0,0
505,0,0,0,0,0,0
505.25,0,0,0,0,0,0
505.5,0,0,0,0,0,0
505.75,0,0,0,0,0,0
506,0,0,0,0,0,0
506.25,0,0,0,0,0,0
506.5,0,0,0,0,0,0
506.75,0,0,0,0,0,0
507,0,0,0,0,0,0
507.25,0,0,0,0,0,0
507.5,0,0,0,0,0,0
507.75,0,0,0,0,0,0
508,0,0,0,0,0,0
508.25,0,0,0,0,0,0
508.5,0,0,0,0,0,0
508.75,0,0,0,0,0,0
509,0,0,0,0,0,0
509.25,0,0,0,0,0,0
509.5,0,0,0,0,0,0
509.75,0,0,0,0,0,0
510,0,0,0,0,0,0
510.25,0,0,0,0,0,0
510.5,0,0,0,0,0,0
510.75,0,0,0,0,0,0
511,0,0,0,0,0,0
511.25,0,0,0,0,0,0
511.5,0,0,0,0,0,0
511.75,0,0,0,0,0,0
512,0,0,0,0,0,0
512.25,0,0,0,0,0,0
512.5,0,0,0,0,0,0
512.75,0,0,0,0,0,0
513,0,0,0,0,0,0
513.25,0,0,0,0,0,0
513.5,0,0,0,0,0,0
513.75,0,0,0,0,0,0
514,0,0,0,0,0,0
514.25,0,0,0,0,0,0
514.5,0,0,0,0,0,0
514.75,0,0,0,0,0,0
515,0,0,0,0,0,0
515.25,0,0,0,0,0,0
515.5,0,0,0,0,0,0
515.75,0,0,0,0,0,0
516,0,0,0,0,0,0
516.25,0,0,0,0,0,0
516.5,0,0,0,0,0,0
516.75,0,0,0,0,0,0
517,0,0,0,0,0,0
517.25,0,0,0,0,0,0
517.5,0,0,0,0,0,0
517.75,0,0,0,0,0,0
518,0,0,0,0,0,0
518.25,0,0,0,0,0,0
518.5,0,0,0,0,0,0
518.75,0,0,0,0,0,0
519,0,0,0,0,0,0
519.25,0,0,0,0,0,0
519.5,0,0,0,0,0,0
519.75,0,0,0,0,0,0
520,0,0,0,0,0,0
520.25,0,0,0,0,0,0
520.5,0,0,0,0,0,0
520.75,0,0,0,0,0,0
521,0,0,0,0,0,0
521.25,0,0,0,0,0,0
521.5,0,0,0,0,0,0
521.75,0,0,0,0,0,0
522,0,0,0,0,0,0
522.25,0,0,0,0,0,0
522.5,0,0,0,0,0,0
522.75,0,0,0,0,0,0
523,0,0,0,0,0,0
523.25,0,0,0,0,0,0
523.5,0,0,0,0,0,0
523.75,0,0,0,0,0,0
524,0,0,0,0,0,0
524.25,0,0,0,0,0,0
524.5,0,0,0,0,0,0
524.75,0,0,0,0,0,0
525,0,0,0,0,0,0
525.25,0,0,0,0,0,0
525.5,0,0,0,0,0,0
525.75,0,0,0,0,0,0
526,0,0,0,0,0,0
526.25,0,0,0,0,0,0
526.5,0,0,0,0,0,0
526.75,0,0,0,0,0,0
527,0,0,0,0,0,0
527.25,0,0,0,0,0,0
527.5,0,0,0,0,0,0
527.75,0,0,0,0,0,0
528,0,0,0,0,0,0
528.25,0,0,0,0,0,0
528.5,0,0,0,0,0,0
528.75,0,0,0,0,0,0
529,0,0,0,0,0,0
529.25,0,0,0,0,0,0
529.5,0,0,0,0,0,0
529.75,0,0,0,0,0,0
530,0,0,0,0,0,0
530.25,0,0,0,0,0,0
530.5,0,0,0,0,0,0
530.75,0,0,0,0,0,0
531,0,0,0,0,0,0
531.25,0,0,0,0,0,0
531.5,0,0,0,0,0,0
531.75,0,0,0,0,0,0
532,0,0,0,0,0,0
532.25,0,0,0,0,0,0
532.5,0,0,0,0,0,0
532.75,0,0,0,0,0,0
533,0,0,0,0,0,0
533.25,0,0,0,0,0,0
533.5,0,0,0,0,0,0
533.75,0,0,0,0,0,0
534,0,0,0,0,0,0
534.25,0,0,0,0,0,0
534.5,0,0,0,0,0,0
534.75,0,0,0,0,0,0
535,0,0,0,0,0,0
535.25,0,0,0,0,0,0
535.5,0,0,0,0,0,0
535.75,0,0,0,0,0,0
536,0,0,0,0,0,0
536.25,0,0,0,0,0,0
536.5,0,0,0,0,0,0
536.75,0,0,0,0,0,0
537,0,0,0,0,0,0
537.25,0,0,0,0,0,0
537.5,0,0,0,0,0,0
537.75,0,0,0,0,0,0
538,0,0,0,0,0,0
538.25,0,0,0,0,0,0
538.5,0,0,0,0,0,0
538.75,0,0,0,0,0,0
539,0,0,0,0,0,0
539.25,0,0,0,0,0,0
539.5,0,0,0,0,0,0
539.75,0,0,0,0,0,0
540,0,0,0,0,0,0
540.25,0,0,0,0,0,0
540.5,0,0,0,0,0,0
540.75,0,0,0,0,0,0
541,0,0,0,0,0,0
541.25,0,0,0,0,0,0
541.5,0,0,0,0,0,0
541.75,0,0,0,0,0,0
542,0,0,0,0,0,0
542.25,0,0,0,0,0,0
542.5,0,0,0,0,0,0
542.75,0,0,0,0,0,0
543,0,0,0,0,0,0
543.25,0,0,0,0,0,0
543.5,0,0,0,0,0,0
543.75,0,0,0,0,0,0
544,0,0,0,0,0,0
544.25,0,0,0,0,0,0
544.5,0,0,0,0,0,0
544.75,0,0,0,0,0,0
545,0,0,0,0,0,0
545.25,0,0,0,0,0,0
545.5,0,0,0,0,0,0
545.75,0,0,0,0,0,0
546,0,0,0,0,0,0
546.25,0,0,0,0,0,0
546.5,0,0,0,0,0,0
546.75,0,0,0,0,0,0
547,0,0,0,0,0,0
547.25,0,0,0,0,0,0
547.5,0,0,0,0,0,0
547.75,0,0,0,0,0,0
548,0,0,0,0,0,0
548.25,0,0,0,0,0,0
548.5,0,0,0,0,0,0
548.75,0,0,0,0,0,0
549,0,0,0,0,0,0
549.25,0,0,0,0,0,0
549.5,0,0,0,0,0,0
549.75,0,0,0,0,0,0
550,0,0,0,0,0,0
550.25,0,0,0,0,0,0
550.5,0,0,0,0,0,0
550.75,0,0,0,0,0,0
551,0,0,0,0,0,0
551.25,0,0,0,0,0,0
551.5,0,0,0,0,0,0
551.75,0,0,0,0,0,0
552,0,0,0,0,0,0
552.25,0,0,0,0,0,0
552.5,0,0,0,0,0,0
552.75,0,0,0,0,0,0
553,0,0,0,0,0,0
553.25,0,0,0,0,0,0
553.5,0,0,0,0,0,0
553.75,0,0,0,0,0,0
554,0,0,0,0,0,0
554.25,0,0,0,0,0,0
554.5,0,0,0,0,0,0
554.75,0,0,0,0,0,0
555,0,0,0,0,0,0
555.25,0,0,0,0,0,0
555.5,0,0,0,0,0,0
555.75,0,0,0,0,0,0
556,0,0,0,0,0,0
556.25,0,0,0,0,0,0
556.5,0,0,0,0,0,0
556.75,0,0,0,0,0,0
557,0,0,0,0,0,0
557.25,0,0,0,0,0,0
557.5,0,0,0,0,0,0
557.75,0,0,0,0,0,0
558,0,0,0,0,0,0
558.25,0,0,0,0,0,0
558.5,0,0,0,0,0,0
558.75,0,0,0,0,0,0
559,0,0,0,0,0,0
559.25,0,0,0,0,0,0
559.5,0,0,0,0,0,0
559.75,0,0,0,0,0,0
560,0,0,0,0,0,0
560.25,0,0,0,0,0,0
560.5,0,0,0,0,0,0
560.75,0,0,0,0,0,0
561,0,0,0,0,0,0
561.25,0,0,0,0,0,0
561.5,0,0,0,0,0,0
561.75,0,0,0,0,0,0
562,0,0,0,0,0,0
562.25,0,0,0,0,0,0
562.5,0,0,0,0,0,0
562.75,0,0,0,0,0,0
563,0,0,0,0,0,0
563.25,0,0,0,0,0,0
563.5,0,0,0,0,0,0
563.75,0,0,0,0,0,0
564,0,0,0,0,0,0
564.25,0,0,0,0,0,0
564.5,0,0,0,0,0,0
564.75,0,0,0,0,0,0
565,0,0,0,0,0,0
565.25,0,0,0,0,0,0
565.5,0,0,0,0,0,0
565.75,0,0,0,0,0,0
566,0,0,0,0,0,0
566.25,0,0,0,0,0,0
566.5,0,0,0,0,0,0
566.75,0,0,0,0,0,0
567,0,0,0,0,0,0
567.25,0,0,0,0,0,0
567.5,0,0,0,0,0,0
567.75,0,0,0,0,0,0
568,0,0,0,0,0,0
568.25,0,0,0,0,0,0
568.5,0,0,0,0,0,0
568.75,0,0,0,0,0,0
569,0,0,0,0,0,0
569.25,0,0,0,0,0,0
569.5,0,0,0,0,0,0
569.75,0,0,0,0,0,0
570,0,0,0,0,0,0
570.25,0,0,0,0,0,0
570.5,0,0,0,0,0,0
570.75,0,0,0,0,0,0
571,0,0,0,0,0,0
571.25,0,0,0,0,0,0
571.5,0,0,0,0,0,0
571.75,0,0,0,0,0,0
572,0,0,0,0,0,0
572.25,0,0,0,0,0,0
572.5,0,0,0,0,0,0
572.75,0,0,0,0,0,0
573,0,0,0,0,0,0
573.25,0,0,0,0,0,0
573.5,0,0,0,0,0,0
573.75,0,0,0,0,0,0
574,0,0,0,0,0,0
574.25,0,0,0,0,0,0
574.5,0,0,0,0,0,0
574.75,0,0,0,0,0,0
575,0,0,0,0,0,0
575.25,0,0,0,0,0,0
575.5,0,0,0,0,0,0
575.75,0,0,0,0,0,0
576,0,0,0,0,0,0
576.25,0,0,0,0,0,0
576.5,0,0,0,0,0,0
576.75,0,0,0,0,0,0
577,0,0,0,0,0,0
577.25,0,0,0,0,0,0
577.5,0,0,0,0,0,0
577.75,0,0,0,0,0,0
578,0,0,0,0,0,0
578.25,0,0,0,0,0,0
578.5,0,0,0,0,0,0
578.75,0,0,0,0,0,0
579,0,0,0,0,0,0
579.25,0,0,0,0,0,0
579.5,0,0,0,0,0,0
579.75,0,0,0,0,0,0
580,0,0,0,0,0,0
580.25,0,0,0,0,0,0
580.5,0,0,0,0,0,0
580.75,0,0,0,0,0,0
581,0,0,0,0,0,0
581.25,0,0,0,0,0,0
581.5,0,0,0,0,0,0
581.75,0,0,0,0,0,0
582,0,0,0,0,0,0
582.25,0,0,0,0,0,0
582.5,0,0,0,0,0,0
582.75,0,0,0,0,0,0
583,0,0,0,0,0,0
583.25,0,0,0,0,0,0
583.5,0,0,0,0,0,0
583.75,0,0,0,0,0,0
584,0,0,0,0,0,0
584.25,0,0,0,0,0,0
584.5,0,0,0,0,0,0
584.75,0,0,0,0,0,0
585,0,0,0,0,0,0
585.25,0,0,0,0,0,0
585.5,0,0,0,0,0,0
585.75,0,0,0,0,0,0
586,0,0,0,0,0,0
586.25,0,0,0,0,0,0
586.5,0,0,0,0,0,0
586.75,0,0,0,0,0,0
587,0,0,0,0,0,0
587.25,0,0,0,0,0,0
587.5,0,0,0,0,0,0
587.75,0,0,0,0,0,0
588,0,0,0,0,0,0
588.25,0,0,0,0,0,0
588.5,0,0,0,0,0,0
588.75,0,0,0,0,0,0
589,0,0,0,0,0,0
589.25,0,0,0,0,0,0
589.5,0,0,0,0,0,0
589.75,0,0,0,0,0,0
590,0,0,0,0,0,0
590.25,0,0,0,0,0,0
590.5,0,0,0,0,0,0
590.75,0,0,0,0,0,0
591,0,0,0,0,0,0
591.25,0,0,0,0,0,0
591.5,0,0,0,0,0,0
591.75,0,0,0,0,0,0
592,0,0,0,0,0,0
592.25,0,0,0,0,0,0
592.5,0,0,0,0,0,0
592.75,0,0,0,0,0,0
593,0,0,0,0,0,0
593.25,0,0,0,0,0,0
593.5,0,0,0,0,0,0
593.75,0,0,0,0,0,0
594,0,0,0,0,0,0
594.25,0,0,0,0,0,0
594.5,0,0,0,0,0,0
594.75,0,0,0,0,0,0
595,0,0,0,0,0,0
595.25,0,0,0,0,0,0
595.5,0,0,0,0,0,0
595.75,0,0,0,0,0,0
596,0,0,0,0,0,0
596.25,0,0,0,0,0,0
596.5,0,0,0,0,0,0
596.75,0,0,0,0,0,0
597,0,0,0,0,0,0
597.25,0,0,0,0,0,0
597.5,0,0,0,0,0,0
597.75,0,0,0,0,0,0
598,0,0,0,0,0,0
598.25,0,0,0,0,0,0
598.5,0,0,0,0,0,0
598.75,0,0,0,0,0,0
599,0,0,0,0,0,0
599.25,0,0,0,0,0,0
599.5,0,0,0,0,0,0
599.75,0,0,0,0,0,0
600,0,0,0,0,0,0
